row_id,order_id,created_at,item_id,quantity,cust_name,in_or_out
2973,ORD002973,1/11/2025 5:54,IT026,,ROBIN M. CLARK,dine in
2974,ORD002974,11/1/2024 17:48,It023,1,Jasmin  B  Sanders,in
2975,ORD002975,5/25/2024 10:00,IT026,1,Jordan Baker,pickup
2976,ORD002976,5/10/2024 22:37,IT026,1,Taylor Collins,
2977,ORD002977,12/21/2024 23:47,IT034,1,"Sanders, Taylor",Togo
2978,ORD002978,3/11/2024,IT034,1,Jordan-M. Walker,carry out
2979,ord002979,12/18/2024 6:50,IT032,1,Skyler Walker,dine in
2980,ORD002980,4/1/2024 4:08,it031,1,Jordan Stewart,Togo
2981,ORD002981,3/20/2024 10:04,It029,4,Riley  J  Collins,dine in
2982,ORD002982,5/29/2024 14:01,IT026,1,"Henderson, Avery B",carry out
2983,ORD002983,3/11/2024 21:08,It020,2,Jamie  K  Lewis,pickup
2984,ORD002984,7/17/2024,it036,1,Jasmin  L  Phillips,to go
2985,ORD002985,12/29/2024 22:56,IT028,2,JAMIE J. PATTERSON,
2986,ord002986,1/1/2025 12:29,IT026,03,Robin James Wilson,take-out
2987,ORD002987,2024-06-28,It016,2,"Powell, Jasmin R",dine in
2988,ORD002988,10/12/2024 21:30,IT032,,Andrew N. Mitchell,IN
2989,ORD002989,1/29/2025 0:48,it036,1,Alex-L. Gray,take-out
2990,ORD002990,7/24/2024 22:53,it032,4,"Young, Alex A",IN
2991,ORD002991,3/7/2024 20:00,it036,1,Patrick Thomas,Take Out
2992,ORD002992,3/11/2024 3:26,It010,1,Niam  R  Cook,Togo
2993,ORD002993,10/23/2024,It006,3,Andrew A. Campbell,OUT
2994,ORD002994,1/15/2025,it007,1,Taylor G Brown,IN
2995,ORD002995,2/27/2024,It027,03,Taylor Ann Perez,Togo
2996,ORD002996,10/21/2024 11:43,It012,1,Jordan-D. Bell,OUT
2997,ORD002997,8/27/2024 1:02,IT034,1,Morgan E. Stewart,OUT
2998,ORD002998,6/30/2024 5:46,It027,1,Niam N Sanchez,Togo
2999,ORD002999,,it031,1,Samuel-A. Walker,IN
3000,ORD003000,12/10/2024 21:48,It029,1,,Togo
3001,ORD003001,12/25/2024 1:55,it025,2,Skyler Clark,IN
3002,ORD003002,7/26/2024 4:38,It035,2,jasmin Powell,take-out
3003,ORD003003,7/29/2024 14:28,it010,2,Robin E. Cook,in
3004,ORD003004,1/30/2025 19:21,It033,2,Riley Jackson,carry out
3005,ord003005,7/28/2024 2:24,it036,1,Alex GRAY,out
3006,ORD003006,7/6/2024 19:54,It035,1,christopher Henderson,Take Out
3007,ORD003007,1/14/2025 23:01,IT028,1,Morgan Anderson,
3008,ORD003008,8/28/2024,It013,1,ALEX L. WRIGHT,carry out
3009,ORD003009,1/19/2025,IT030,1,skyler Howard,dine in
3010,ORD003010,4/27/2024 9:55,It030,1,"Jones, Jordan J",Togo
3011,ORD003011,3/16/2024 11:11,IT028,3,Alex A Bennett,pickup
3012,ORD003012,2/26/2024 4:43,it037,4,avery Baker,out
3013,ORD003013,7/25/2024 1:51,it031,3,"Lopez, Patrick",pickup
3014,ORD003014,10/12/2024 10:12,it036,2,Patrick E. Peterson,take-out
3015,ORD003015,9/28/2024 8:58,It019,2,"Peterson, Jasmin L",take-out
3016,ORD003016,5/3/2024 22:34,It006,1,Unknown,take-out
3017,ORD003017,11/19/2024,It035,3,Morgan R. Collins,take-out
3018,ORD003018,5/31/2024 6:55,IT015,1,Jordan A Wilson,out
3019,ORD003019,7/1/2024 17:26,It027,03,ALEX I. MITCHELL,IN
3020,ORD003020,12/20/2024 18:26,it025,2,Cameron R. Allen,in
3021,ORD003021,5/7/2024 7:48,It033,,Alex Ross,out
3022,ORD003022,4/12/2024 6:44,IT034,1,Cameron LEWIS,to go
3023,ORD003023,5/8/2024 11:01,it036,2,"Richardson, Taylor",out
3024,ORD003024,5/7/2024 4:56,IT032,1,Taylor BROOKS,out
3025,ORD003025,8/29/2024 9:34,It027,1,"Stewart, Casey",IN
3026,ORD003026,04/26/2024 11:58 AM,IT032,1,Cameron Ray Rivera,Togo
3027,ORD003027,8/28/2024 17:35,It004,2,"Scott, Patrick",IN
3028,ORD003028,9/14/2024 3:16,it029,3,Alex G Coleman,
3029,ORD003029,11/15/2024 3:15,It012,2,,
3030,ORD003030,24-05-01,It035,1,Niam Michael Brooks,dine in
3031,ORD003031,4/27/2024 6:34,It019,2,Patrick MOORE,Take Out
3032,ORD003032,11/18/2024 14:53,IT028,03,Jamie-B. Hernandez,take-out
3033,ORD003033,6/28/2024 16:06,It006,two,Niam Brooks,carry out
3034,ORD003034,11/9/2024 7:15,It035,1,Riley J. Parker,out
3035,ORD003035,2024-07-15 20:33:25,It016,2,andrew Taylor,pickup
3036,ORD003036,12/21/2024 21:07,It030,1,Niam Torres,out
3037,ORD003037,9/10/2024 11:05,It033,3,"Campbell, Riley",OUT
3038,ORD003038,7/9/2024 4:36,IT034,1,Unknown,Togo
3039,ORD003039,6/13/2024,It019,1,"Davis, Christopher E",Togo
3040,ORD003040,11/8/2024 16:45,it036,2,Skyler RODRIGUEZ,out
3041,ORD003041,11/21/2024 15:45,It035,1,Jordan Grace Nguyen,to go
3042,ORD003042,1/24/2025 5:06,it015,2,Robin Williams,take-out
3043,ORD003043,7/18/2024 2:45,It021,4,Taylor-T. Flores,IN
3044,ORD003044,13-Apr-2024 16:44,it025,1,CAMERON D. BELL,in
3045,ORD003045,3/12/2024,It020,1,Unknown,Take Out
3046,ORD003046,6/3/2024 0:52,It009,1,TAYLOR D. MURPHY,IN
3047,ORD003047,10/27/2024 12:45,it025,3,"Thomas, Jasmin M",OUT
3048,ORD003048,1/30/2025 19:21,it036,,Alex  G  Perry,OUT
3049,ORD003049,5/24/2024 12:45,IT032,1,"Anderson, Alex",OUT
3050,ORD003050,10/3/2024 14:14,IT037,3,Jordan W James,to go
3051,ORD003051,11/2/2024 21:41,it031,1,Patrick  D  Bailey,carry out
3052,ord003052,9/29/2024,IT034,03,TAYLOR L. GRAY,pickup
3053,ORD003053,3/24/2024 14:47,It003,,Alex GREEN,OUT
3054,ORD003054,25-Dec-2024 15:12,It021,1,Niam-K. Clark,pickup
3055,ORD003055,6/2/2024 7:05,IT032,3,Skyler K. Campbell,pickup
3056,ORD003056,10/22/2024 22:51,It033,1,niam Miller,take-out
3057,ORD003057,1/15/2025 23:22,IT026,4,RILEY R. WALKER,dine in
3058,ORD003058,6/7/2024 9:48,IT032,03,"Jackson, Riley",Togo
3059,ORD003059,9/19/2024 22:39,IT032,1,Taylor R. Hernandez,to go
3060,ORD003060,10/28/2024 13:26,It010,1,Samuel ROBINSON,in
3061,ORD003061,6/1/2024 3:36,it036,two,Unknown,carry out
3062,ORD003062,4/6/2024,it025,1,,Togo
3063,ORD003063,9/8/2024 4:45,it031,2,"Rogers, Andrew",dine in
3064,ORD003064,6/15/2024 16:23,IT034,1,Robin A King,in
3065,ord003065,10/31/2024 23:51,It006,3,Casey MORGAN,out
3066,ORD003066,3/13/2024,IT032,4,Patrick Johnson,out
3067,ORD003067,4/29/2024 19:13,it036,two,Christopher E. Wilson,
3068,ORD003068,5/28/2024 17:57,IT028,4,Alex EDWARDS,Togo
3069,ORD003069,1/16/2025 9:53,It014,1,Alex Thompson,IN
3070,ORD003070,9/23/2024 0:37,It030,3,"Torres, Patrick",
3071,ORD003071,6/22/2024 17:31,It029,1,Jordan David Ramirez,out
3072,ord003072,11/9/2024 13:07,it031,4,Jordan Reed,out
3073,ORD003073,11/12/2024 0:27,It030,,jordan Ramirez,OUT
3074,ORD003074,2/25/2024,It033,2,Jamie Wayne Stewart,carry out
3075,ORD003075,12/23/2024 7:30,It029,1,Niam Anthony Johnson,out
3076,ORD003076,7/22/2024 2:07,IT026,,Taylor E. Anderson,Togo
3077,ORD003077,8/3/2024 19:50,It021,1,"Stewart, Jamie",in
3078,ORD003078,5/4/2024 11:47,IT037,2,Patrick-L. James,IN
3079,ORD003079,9/22/2024 0:52,It019,,Avery Baker,out
3080,ORD003080,8/17/2024 18:37,It007,4,Patrick Lewis,out
3081,ORD003081,9/8/2024 13:17,It033,1,"Adams, Riley G",Take Out
3082,ORD003082,4/1/2024 19:24,It016,1,"Brown, Patrick",
3083,ORD003083,4/3/2024 4:42,it018,2,Jordan A. Kelly,OUT
3084,ORD003084,2024-11-17 11:35:46,It027,2,Jamie  B  Flores,carry out
3085,ORD003085,2/16/2024 8:20,it033,1,Morgan KELLY,carry out
3086,ORD003086,7/6/2024 10:13,It022,1,Morgan Rose Walker,in
3087,ORD003087,10/28/2024 2:37,IT028,3,"Hernandez, Jordan",carry out
3088,ORD003088,5/29/2024 23:40,It030,03,"Wright, Jamie A",out
3089,ORD003089,2024/09/25 06:58,it017,1,"Murphy, Morgan",to go
3090,ORD003090,8/23/2024 0:15,It027,1,Riley Ann Cox,carry out
3091,ORD003091,9/20/2024 8:41,It030,two,Riley LOPEZ,out
3092,ORD003092,6/27/2024 12:12,It030,2,Taylor Jones,carry out
3093,ORD003093,7/19/2024 10:51,IT026,,Jordan JONES,Take Out
3094,ORD003094,3/17/2024,IT026,1,Jamie I Henderson,Togo
3095,ORD003095,5/6/2024 10:28,IT032,1,Jamie Wilson,out
3096,ORD003096,7/22/2024 3:12,it036,2,Avery ROSS,pickup
3097,ORD003097,6/17/2024 22:42,It029,two,MORGAN T. ADAMS,take-out
3098,ORD003098,2024-03-02 19:08:09,It017,,"Hill, Robin R",OUT
3099,ORD003099,6/19/2024 1:25,IT037,1,Morgan  W  Brooks,
3100,ORD003100,17-Sep-2024 03:48,It029,1,Jordan Ann Lee,pickup
3101,ORD003101,11/3/2024 1:52,IT032,3,CAMERON M. ADAMS,dine in
3102,ORD003102,9/27/2024 22:06,It035,two,Avery Price,out
3103,ORD003103,10/13/2024 13:22,IT034,,,carry out
3104,ORD003104,6/18/2024 17:57,It002,2,"Cox, Cameron T",dine in
3105,ORD003105,8/26/2024 17:45,IT037,03,Christopher Lynn Parker,IN
3106,ORD003106,6/16/2024,IT026,2,Robin Perry,to go
3107,ORD003107,2/1/2025 21:13,IT028,3,Jasmin  A  Miller,take-out
3108,ORD003108,3/4/2024,It033,1,,Take Out
3109,ORD003109,1/16/2025 0:25,It013,2,Christopher James,IN
3110,ORD003110,2/24/2024 0:18,it025,1,Riley  M  Henderson,take-out
3111,ORD003111,1/6/2025 16:28,It027,4,AVERY M. TAYLOR,to go
3112,ORD003112,3/13/2024 2:48,It033,,"Johnson, Samuel A",
3113,ORD003113,8/30/2024,IT037,two,Jordan Gray,carry out
3114,ORD003114,9/18/2024 12:54,It024,03,Unknown,carry out
3115,ORD003115,11/11/2024 1:40,It024,1,Niam A. Coleman,OUT
3116,ORD003116,3/8/2024 6:15,It035,1,TAYLOR M. FLORES,take-out
3117,ORD003117,9/16/2024,IT034,two,Patrick-K. Coleman,in
3118,ORD003118,11/7/2024,it031,1,SKYLER J. ALLEN,out
3119,ORD003119,6/4/2024,It001,,"Stewart, Alex",
3120,ORD003120,1/11/2025,It002,2,SAMUEL J. MILLER,OUT
3121,ORD003121,4/11/2024 17:00,It029,1,"Carter, Riley T",to go
3122,ORD003122,8/20/2024 9:37,IT028,1,andrew Long,Take Out
3123,ORD003123,1/6/2025 20:01,IT037,1,Jordan-B. Brown,Take Out
3124,ORD003124,8/8/2024 20:03,It027,1,Morgan  G  Hill,out
3125,ORD003125,10/12/2024 13:35,It011,2,Samuel ROBINSON,OUT
3126,ORD003126,11/18/2024 6:30,It033,1,"White, Casey A",out
3127,ORD003127,10/19/2024 14:40,It029,03,Andrew Flores,carry out
3128,ord003128,5/27/2024 5:23,It004,1,"Rodriguez, Riley D",out
3129,ORD003129,3/20/2024 20:56,It021,,"Campbell, Skyler",in
3130,ord003130,3/20/2024,IT028,2,CHRISTOPHER L. TAYLOR,dine in
3131,ORD003131,9/14/2024 7:56,IT026,1,Jordan WILSON,Take Out
3132,ORD003132,7/18/2024 15:36,it025,1,Patrick  I  Taylor,pickup
3133,ORD003133,3/11/2024,IT037,2,Robin-A. Ross,carry out
3134,ORD003134,11/15/2024 9:33,It015,1,Taylor Robinson,out
3135,ORD003135,5/26/2024 7:24,It035,2,riley Cooper,
3136,ORD003136,1/29/2025 0:47,It002,3,Taylor Wilson,out
3137,ORD003137,7/19/2024 19:27,It029,,Andrew Howard,Togo
3138,ORD003138,10/6/2024 2:51,IT026,03,Niam I Jones,carry out
3139,ORD003139,8/11/2024 7:57,IT034,2,Morgan  M  Price,OUT
3140,ORD003140,2/12/2024,IT034,3,Taylor HENDERSON,to go
3141,ORD003141,4/6/2024 23:27,it025,,Taylor TAYLOR,OUT
3142,ORD003142,6/11/2024,IT026,1,JAMIE W. LEWIS,IN
3143,ORD003143,4/5/2024 18:29,It007,1,"Hernandez, Casey M",out
3144,ORD003144,12/22/2024,It006,1,"Brooks, Avery D",
3145,ORD003145,12/27/2024,it031,1,jamie Bell,out
3146,ORD003146,5/1/2024,It018,1,Taylor Elaine Sanchez,Togo
3147,ORD003147,6/30/2024 16:32,it031,4,Jasmin Michelle Cooper,out
3148,ORD003148,6/22/2024 22:54,it031,1,Jamie E. Hernandez,Take Out
3149,ORD003149,4/4/2024 14:43,IT037,2,Cameron Brian Hill,
3150,ORD003150,1/4/2025 14:53,it009,1,Christopher-D. Mitchell,in
3151,ORD003151,8/22/2024 6:19,It029,4,ANDREW A. EDWARDS,to go
3152,ORD003152,8/27/2024 0:31,It029,1,Robin THOMAS,out
3153,ORD003153,3/9/2024 14:22,It024,2,Taylor Sanchez,OUT
3154,ORD003154,3/17/2024 23:35,IT026,1,Avery Gonzalez,out
3155,ORD003155,12/1/2024 11:33,It010,1,Taylor B. Lewis,Take Out
3156,ORD003156,4/26/2024,It021,1,,take-out
3157,ORD003157,1/16/2025 22:15,It033,1,Alex  E  Richardson,out
3158,ORD003158,6/1/2024 1:47,It018,2,Alex  R  Edwards,
3159,ORD003159,12/13/2024 8:24,IT028,,"Wright, Jamie A",out
3160,ORD003160,7/27/2024 10:35,It020,2,Jordan  R  Johnson,in
3161,ORD003161,5/5/2024 17:00,It013,4,Alex-L. Bell,dine in
3162,ORD003162,12/28/2024,IT032,4,"Miller, Cameron",to go
3163,ORD003163,5/2/2024 19:42,It027,4,Andrew-M Anderson,
3164,ORD003164,12/23/2024 9:28,It012,1,Riley  D  Davis,Togo
3165,ORD003165,5/17/2024 12:48,It029,2,"Hill, Riley I",OUT
3166,ORD003166,9/12/2024 17:33,it025,3,Andrew J King,carry out
3167,ORD003167,5/6/2024 14:51,it025,2,Jasmin-K. Barnes,out
3168,ORD003168,1/29/2025 5:09,It007,2,"Perry, Morgan E",out
3169,ORD003169,3/15/2024 10:59,It029,1,Andrew-B. Long,dine in
3170,ORD003170,6/14/2024 8:55,IT026,,Morgan Allen Hill,
3171,ORD003171,8/12/2024 4:55,It030,1,Jordan E Martin,Take Out
3172,ORD003172,8/19/2024 11:55,It027,1,Skyler Hill,out
3173,ORD003173,9/16/2024 3:33,It020,1,Alex Isaac Sanchez,carry out
3174,ORD003174,2024-03-30,IT028,1,"Robinson, Andrew I",out
3175,ORD003175,9/21/2024,It007,1,Riley James,Take Out
3176,ord003176,9/12/2024 7:02,It006,3,CASEY R. LEE,out
3177,ORD003177,7/28/2024 20:53,It020,two,Taylor Coleman,pickup
3178,ord003178,10/10/2024 3:06,It018,4,"Cox, Jordan",OUT
3179,ORD003179,3/26/2024 7:35,it031,1,Unknown,IN
3180,ORD003180,2/3/2025 10:22,It029,two,"Jenkins, Morgan",take-out
3181,ORD003181,12/27/2024 9:28,It012,two,"Brown, Taylor R",out
3182,ORD003182,18-Apr-2024 21:05,It030,3,Jasmin Wayne Taylor,take-out
3183,ORD003183,8/30/2024 15:34,it031,two,Taylor James Gray,to go
3184,ORD003184,12/22/2024,it037,03,Riley-M. Stewart,Take Out
3185,ORD003185,4/7/2024 1:02,IT026,,PATRICK A. RIVERA,pickup
3186,ORD003186,7/23/2024 2:39,it025,two,AVERY R. BELL,to go
3187,ORD003187,5/9/2024 4:02,IT034,03,Morgan  E  Sanchez,IN
3188,ord003188,9/17/2024 22:23,IT028,1,"King, Taylor",Take Out
3189,ORD003189,,it025,1,Niam  K  Green,Togo
3190,ORD003190,6/26/2024 16:28,IT032,1,Skyler Thompson,pickup
3191,ORD003191,5/23/2024 0:48,it032,,Avery A Stewart,out
3192,ORD003192,10/26/2024 12:41,It014,1,SKYLER M. THOMAS,take-out
3193,ORD003193,4/27/2024 6:50,It030,2,Taylor M. Jones,out
3194,ORD003194,5/1/2024 19:30,it003,,Jordan Howard,pickup
3195,ORD003195,10/27/2024 7:49,It033,1,Morgan HERNANDEZ,to go
3196,Order-003196,9/16/2024 9:45,it031,4,"Cox, Niam",pickup
3197,ORD003197,12/12/2024 3:12,It018,4,Morgan Martin,take-out
3198,ORD003198,6/15/2024 14:08,It016,two,Morgan Bailey,Take Out
3199,ORD003199,8/22/2024 11:29,IT026,1,MORGAN B. JACKSON,Togo
3200,ORD003200,12/29/2024 19:10,It014,1,Riley-E Parker,to go
3201,Order-003201,5/30/2024 15:25,IT028,1,Niam GONZALEZ,Take Out
3202,ORD003202,11/21/2024 17:38,IT032,,Andrew Anthony Davis,carry out
3203,ORD003203,8/10/2024,It021,two,Cameron Wright,to go
3204,ORD003204,5/5/2024 7:16,IT034,1,"Sanchez, Christopher",carry out
3205,ORD003205,9/25/2024,It035,1,Robin CAMPBELL,Togo
3206,ORD003206,11/30/2024 20:51,It033,2,Taylor Anderson,Togo
3207,ORD003207,8/30/2024 20:11,It035,1,Riley N. Long,IN
3208,ORD003208,2/14/2024 3:22,IT026,,"Edwards, Jordan",out
3209,ORD003209,1/4/2025,it031,1,Samuel  J  Bailey,in
3210,ORD003210,12/17/2024 15:40,It019,2,Morgan D. Rogers,pickup
3211,ORD003211,12/1/2024 3:10,IT034,1,Morgan DAVIS,pickup
3212,ORD003212,2/20/2024 7:09,it025,03,"Evans, Jordan M",out
3213,ORD003213,1/8/2025 2:10,It010,1,Jordan Nguyen,take-out
3214,ORD003214,6/21/2024 23:15,it036,2,Jasmin Evans,
3215,ORD003215,5/8/2024 11:20,it031,4,Jamie-B. Bailey,carry out
3216,ORD003216,12/18/2024 11:28,it036,2,Patrick-D. Perez,carry out
3217,ORD003217,11/1/2024 19:48,IT028,1,Casey R. Harris,pickup
3218,ORD003218,6/1/2024 17:33,it025,2,Alex E Thompson,
3219,ORD003219,12-30-2024 10:17:45,It033,two,Avery B Patterson,dine in
3220,ORD003220,7/22/2024,it025,2,"Peterson, Taylor",
3221,ORD003221,8/16/2024,it025,1,ROBIN W. ADAMS,to go
3222,ORD003222,8/11/2024 2:49,it027,2,Alex BAILEY,out
3223,ORD003223,9/12/2024 22:29,It022,1,Niam PETERSON,in
3224,ORD003224,5/25/2024,It030,2,Casey Reed,Take Out
3225,ORD003225,10/9/2024 5:21,It033,2,Alex  L  Turner,IN
3226,ORD003226,2/19/2024 20:56,IT032,4,JAMIE T. JOHNSON,carry out
3227,ORD003227,12/5/2024 18:22,it036,4,Morgan-N. Robinson,in
3228,ORD003228,11/26/2024,It029,2,Skyler-A. Long,out
3229,ORD003229,10/10/2024 21:17,IT037,,Skyler-J. Anderson,Take Out
3230,ORD003230,2/15/2024 2:58,it025,3,Unknown,in
3231,ORD003231,10/17/2024 1:14,it036,4,Jordan N Hernandez,OUT
3232,ORD003232,9/23/2024 14:14,It033,1,Jordan Price,Togo
3233,ORD003233,3/15/2024,It002,1,Patrick L Stewart,OUT
3234,ORD003234,10/27/2024 3:01,it003,2,Skyler James Perez,OUT
3235,ORD003235,1/1/2025 3:20,it031,two,Taylor BENNETT,Togo
3236,ORD003236,7/25/2024 1:21,IT037,1,Avery PRICE,out
3237,ORD003237,3/17/2024 1:04,IT028,4,Avery M Flores,IN
3238,ORD003238,7/29/2024 21:37,It003,2,Skyler-D. Martinez,Take Out
3239,ORD003239,10/18/2024 0:00,IT028,2,Jordan Reed,IN
3240,ORD003240,1/23/2025,It024,2,Unknown,take-out
3241,ORD003241,6/4/2024,It027,two,ANDREW A. ROGERS,out
3242,ORD003242,12/1/2024,it036,,Jasmin N Jones,out
3243,ORD003243,4/2/2024 22:31,It014,two,Morgan MARTINEZ,IN
3244,ORD003244,5/4/2024 18:40,it036,1,ANDREW R. BAILEY,carry out
3245,ORD003245,10/26/2024 15:29,it036,2,Christopher Cooper,take-out
3246,ORD003246,11/20/2024 15:55,it025,2,Robin E Cox,Togo
3247,ORD003247,3/7/2024 17:21,it025,3,avery Ward,carry out
3248,ORD003248,5/3/2024 22:00,IT026,3,"Ross, Patrick",OUT
3249,ORD003249,4/7/2024,IT005,03,CASEY W. MITCHELL,take-out
3250,ORD003250,09-07-2024 10:08:33,It029,2,Morgan Garcia,out
3251,ORD003251,8/28/2024 3:30,it025,03,jordan Hall,Togo
3252,ORD003252,4/26/2024 20:40,,,AVERY J. SANDERS,IN
3253,ORD003253,2/3/2025,It004,4,Jordan-R. Harris,in
3254,ORD003254,7/28/2024 10:55,It021,2,"Brooks, Taylor B",pickup
3255,ORD003255,6/19/2024 5:07,IT032,1,Christopher D Peterson,Togo
3256,ORD003256,8/6/2024 12:04,It001,1,Skyler-A. Patterson,out
3257,ORD003257,3/22/2024 21:08,IT037,1,Robin Brian Bell,out
3258,ORD003258,5/25/2024 11:32,IT012,1,MORGAN K. THOMPSON,Take Out
3259,ORD003259,4/25/2024 13:31,It014,1,Skyler E Howard,out
3260,ORD003260,7/27/2024 15:28,It012,4,Jordan  A  Anderson,IN
3261,ORD003261,,It035,1,Skyler  D  Murphy,pickup
3262,ORD003262,4/17/2024 0:54,It006,03,Taylor E Brown,OUT
3263,ORD003263,9/8/2024 9:44,IT034,1,"Wright, Patrick",dine in
3264,ORD003264,12/25/2024 8:48,IT037,2,Cameron W Richardson,OUT
3265,ORD003265,5/21/2024 2:36,It003,2,Morgan Michelle Bell,carry out
3266,ORD003266,6/2/2024 4:31,IT032,2,"Young, Alex K",Togo
3267,ORD003267,5/25/2024 20:24,It017,1,Samuel A. Green,in
3268,ORD003268,7/30/2024 18:16,It024,2,Casey E. Clark,Take Out
3269,ORD003269,02-Oct-2024 05:32,It027,2,Robin Collins,in
3270,ORD003270,4/14/2024 1:08,It035,two,Jordan Edwards,
3271,Order-003271,6/29/2024 21:27,It029,2,Taylor LEE,out
3272,ORD003272,5/9/2024 7:14,It033,03,Patrick Gonzalez,pickup
3273,ORD003273,10/30/2024,It015,2,Morgan TAYLOR,to go
3274,ORD003274,2/28/2024 0:08,IT032,1,Patrick Moore,IN
3275,ORD003275,7/31/2024 8:26,IT034,2,Andrew  A  Howard,IN
3276,ORD003276,4/5/2024 21:17,it025,1,Morgan  M  Baker,Take Out
3277,ORD003277,6/30/2024 17:55,it031,1,Alex M Nelson,
3278,ord003278,7/20/2024 0:52,IT033,2,"Torres, Alex J",Togo
3279,ORD003279,4/1/2024 18:48,It015,1,Unknown,carry out
3280,ORD003280,11/24/2024 1:30,It035,3,Jasmin  W  Torres,IN
3281,ORD003281,10/8/2024 3:32,It027,4,Robin ADAMS,OUT
3282,Order-003282,9/4/2024,IT032,2,Casey R. Wood,OUT
3283,ORD003283,1/17/2025 6:14,IT034,2,Morgan Edward Jones,take-out
3284,ORD003284,5/19/2024,It027,2,alex Green,out
3285,ORD003285,8/15/2024 19:52,IT028,2,Taylor Ann Young,pickup
3286,ORD003286,8/25/2024,It024,1,morgan Nelson,take-out
3287,ORD003287,10/23/2024 1:43,It016,3,"Cox, Niam",out
3288,ORD003288,4/29/2024 1:09,It029,,"Wilson, Alex W",to go
3289,ORD003289,8/18/2024 0:22,it029,1,Christopher A Phillips,IN
3290,ORD003290,11/20/2024 15:52,it031,1,ALEX L. ROBINSON,IN
3291,ORD003291,6/25/2024,It023,1,JORDAN R. COLEMAN,OUT
3292,ORD003292,1/16/2025,it025,,Robin Allen Washington,take-out
3293,ORD003293,8/5/2024 21:53,it025,1,"Howard, Robin",dine in
3294,ORD003294,10/2/2024 13:51,It017,1,Jordan D. Sanchez,take-out
3295,ORD003295,7/28/2024 13:32,it036,1,Andrew M Clark,pickup
3296,ORD003296,4/20/2024 4:15,IT037,1,,out
3297,ORD003297,2/18/2024 7:48,It024,two,Avery A. Williams,dine in
3298,ORD003298,4/5/2024 9:57,IT002,1,Patrick Gray,dine in
3299,ORD003299,12/18/2024,It001,3,Taylor COX,pickup
3300,ORD003300,9/27/2024 19:32,It035,1,Cameron Bell,out
3301,ORD003301,8/12/2024 3:33,it025,two,Taylor Scott,Take Out
3302,ORD003302,6/1/2024 4:56,IT026,1,Morgan Marie Nelson,out
3303,ORD003303,10/27/2024 12:02,IT026,4,TAYLOR W. REED,out
3304,ORD003304,1/9/2025,IT026,2,Niam  A  Davis,carry out
3305,ORD003305,5/13/2024 6:05,IT034,,Patrick Dawn Morgan,out
3306,ORD003306,11/7/2024 0:57,it031,two,Casey I Lewis,to go
3307,ORD003307,6/14/2024 3:33,it036,2,Avery James Nelson,out
3308,ORD003308,11/30/2024 21:07,it025,1,Christopher LEWIS,Take Out
3309,ORD003309,9/22/2024 8:11,it027,1,,take-out
3310,ORD003310,12/4/2024 19:41,It013,1,Jordan-K. Hernandez,pickup
3311,ORD003311,2/14/2024,It009,3,Jordan-N. Nelson,pickup
3312,ORD003312,4/8/2024 7:14,IT026,4,cameron Ramirez,in
3313,ORD003313,6/3/2024,It024,3,Patrick Coleman,pickup
3314,ORD003314,1/19/2025 8:26,It027,two,"Evans, Christopher I",pickup
3315,ORD003315,10/2/2024 0:58,It021,1,Alex Brooks,carry out
3316,ORD003316,12/29/2024 15:52,IT028,,Morgan J Bennett,OUT
3317,ORD003317,11/3/2024 1:56,IT037,3,Morgan Perez,Take Out
3318,ORD003318,2/15/2024 22:37,It033,4,Jordan Howard,to go
3319,ORD003319,11/4/2024 17:03,It030,,Alex Denise Nelson,to go
3320,ORD003320,8/1/2024,IT026,4,Niam Lynn Moore,IN
3321,ORD003321,12/15/2024 3:49,IT034,,PATRICK M. MITCHELL,out
3322,ORD003322,12/22/2024 11:31,It030,1,Patrick White,dine in
3323,ORD003323,12/3/2024,It027,4,Skyler Patterson,out
3324,ORD003324,6/7/2024,It030,1,"Patterson, Jasmin",pickup
3325,ORD003325,4/12/2024,it031,4,jordan Richardson,dine in
3326,ORD003326,11/19/2024,it036,1,"Miller, tay lor",out
3327,ORD003327,10/6/2024 5:46,it031,2,Alex A. Coleman,to go
3328,ORD003328,2/14/2024 12:33,IT028,2,Taylor L. Reed,out
3329,ORD003329,7/12/2024 19:21,it026,1,Christopher B. Brooks,pickup
3330,ORD003330,11/7/2024 15:53,It029,2,Christopher SANDERS,out
3331,ORD003331,24/06/10 11:55,It003,two,Unknown,take-out
3332,ORD003332,9/16/2024 12:36,it008,1,"Richardson, Skyler",OUT
3333,ord003333,6/13/2024 7:48,it036,1,Jamie Collins,OUT
3334,ORD003334,11/24/2024 18:33,it035,1,Alex Martin,IN
3335,ORD003335,7/21/2024,IT028,2,Samuel LEE,take-out
3336,ORD003336,11/11/2024 0:58,it031,03,Christopher Flores,pickup
3337,ORD003337,3/8/2024 21:33,IT034,1,Alex BENNETT,Togo
3338,ORD003338,11/17/2024,It027,1,Alex Lee Moore,OUT
3339,ORD003339,10/25/2024 23:14,It002,1,Jamie-M. Hall,out
3340,ORD003340,3/15/2024,It002,3,Morgan L Clark,Togo
3341,ORD003341,11/14/2024,It015,1,ALEX D. STEWART,OUT
3342,ORD003342,10/11/2024 3:40,it031,1,Jordan-J. Jenkins,Take Out
3343,ORD003343,7/5/2024 3:25,it023,1,Christopher Elizabeth Nguyen,take-out
3344,ORD003344,10/31/2024 17:01,It011,1,Taylor-W. Evans,take-out
